ID,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411CSPJ,E,aass.L,AASS,aminoadipate-semialdehyde synthase,Amino Acid metabolis and transport
ENOG411CSPK,S,cd163l1.L,CD5L,Cd5 molecule-like,Function Unknown
ENOG411CSPP,O,ube2k.L,UBE2K,Ubiquitin-conjugating enzyme E2K,Post-translational modification
ENOG411CSPQ,T,"arfgap1.S, arfgap1.L",ARFGAP1,ADP-ribosylation factor GTPase activating protein 1,Signal Transduction
ENOG411CSPR,T,lrrc6.L,LRRC6,leucine rich repeat containing 6,Signal Transduction
ENOG411CSPS,B,rbbp7.S,"RBBP4, RBBP7",retinoblastoma binding protein,Chromatin Structure and dynamics
ENOG411CSPT,Z,"kif21a.L, kif21b.L","KIF21B, KIF21A",Kinesin family member,Cytoskeleton
ENOG411CSPU,J,rps5.L,RPS5,Ribosomal protein S5,Tranlsation
ENOG411CSPV,G,"st3gal6.S, st3gal6.L",ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",Carbohydrate metabolism and transport
ENOG411CSPW,P,"atp8b4.S, atp8b2-like.L, atp8b4.L",NA,class I type 8B member,Inorganic ion transport and metabolism
ENOG411CSPX,O,sptlc1.L,SPTLC1,"serine palmitoyltransferase, long chain base subunit 1",Post-translational modification
ENOG411CSPY,O,NA,AHSA1,"AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (Yeast)",Post-translational modification
ENOG411CSPZ,M,"has3.L, has3.S",HAS3,Hyaluronan synthase 3,Cell wall/membrane/envelop biogenesis
ENOG411CSQ1,S,NA,HEATR6,HEAT repeat containing 6,Function Unknown
ENOG411CSQ3,O,adamts19.L,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif,Post-translational modification
ENOG411CSQ4,S,"ccp110.S, ccp110.L",CCP110,centriolar coiled coil protein 110kDa,Function Unknown
ENOG411CSQ5,Q,cyp21a2.1.L,CYP21A2,"Cytochrome P450, family 21, subfamily A, polypeptide 2",Secondary Structure
ENOG411CSQ6,K,NA,TBPL2,TATA box binding protein like 2,Transcription
ENOG411CSQ7,K,"kmt5a.L, Xelaev18000344m.g",KMT5A,SET domain containing (Lysine methyltransferase) 8,Transcription
ENOG411CSQ8,T,"inhbb.S, inhba.S, inhba.L","INHBA, INHBB","inhibin, beta",Signal Transduction
ENOG411CSQ9,K,NA,JMJD6,jumonji domain containing 6,Transcription
ENOG411CSQA,Z,dync2h1.L,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,Cytoskeleton
ENOG411CSQB,P,NA,CHAC2,"ChaC, cation transport regulator homolog 2 (E. coli)",Inorganic ion transport and metabolism
ENOG411CSQD,O,"oxa1l.S, oxa1l.L",OXA1L,Oxidase (Cytochrome c) assembly 1-like,Post-translational modification
ENOG411CSQE,K,tox4.S,TOX4,TOX high mobility group box family member 4,Transcription
ENOG411CSQG,U,"tnpo3.S, tnpo3.L",TNPO3,transportin 3,Intracellular trafficing and secretion
ENOG411CSQH,T,"nrp2.L, nrp2.S",NRP2,neuropilin 2,Signal Transduction
ENOG411CSQI,S,sass6.2.L,SASS6,spindle assembly 6 homolog (C. elegans),Function Unknown
ENOG411CSQJ,T,"ulk1.L, ulk1.S",ULK1,unc-51-like kinase 1 (C. elegans),Signal Transduction
ENOG411CSQK,T,"nid1.S, nid1.L",NID1,nidogen 1,Signal Transduction
ENOG411CSQN,K,znf750.S,ZNF750,zinc finger protein 750,Transcription
ENOG411CSQP,K,"brd8.L, brd8.S",BRD8,Bromodomain containing 8,Transcription
ENOG411CSQQ,J,NA,RPF2,ribosome production factor 2 homolog (S. cerevisiae),Tranlsation
ENOG411CSQS,T,"camk2g.S, camk2d.S, Xelaev18020277m.g, camk2g.L, camk2d.L, camk2a.S, Xelaev18018622m.g","CAMK2G, CAMK2B, CAMK2D, CAMK2A",calcium calmodulin-dependent protein kinase II,Signal Transduction
ENOG411CSQT,PT,pkd2.L,"PKD2, PKD2L1",Polycystic kidney disease,NA
ENOG411CSQU,J,"trmt2a.S, trmt2a.L","TRMT2A, TRMT2B",tRNA methyltransferase 2 homolog,Tranlsation
ENOG411CSQW,K,"tp53.L, tp53.S",TP53,"induces growth arrest or apoptosis depending on the physiological circumstances and cell type. Involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process. One of the activated genes is an inhibitor of cyclin-dependent kinases. Apoptosis induction seems to be mediated either by stimulation of BAX and FAS antigen expression, or by repression of Bcl-2 expression",Transcription
ENOG411CSQX,Q,abcb8.L,ABCB8,"ATP-binding cassette, sub-family B (MDR TAP), member 8",Secondary Structure
ENOG411CSQY,S,rbbp5.S,RBBP5,Retinoblastoma binding protein 5,Function Unknown
ENOG411CSQZ,C,atp6v1e1.S,"ATP6V1E1, ATP6V1E2","ATPase, H transporting, lysosomal 31kDa, V1 subunit",Energy production and conversion
ENOG411CSR0,G,"mfsd2b.L, mfsd2a.S","MFSD2A, MFSD2B",Major facilitator superfamily domain containing,Carbohydrate metabolism and transport
ENOG411CSR1,J,"sbds.S, sbds.L",SBDS,"Required for the assembly of mature ribosomes and ribosome biogenesis. Together with EFTUD1, triggers the GTP- dependent release of EIF6 from 60S pre-ribosomes in the cytoplasm, thereby activating ribosomes for translation competence by allowing 80S ribosome assembly and facilitating EIF6 recycling to the nucleus, where it is required for 60S rRNA processing and nuclear export. Required for normal levels of protein synthesis. May play a role in cellular stress resistance. May play a role in cellular response to DNA damage. May play a role in cell proliferation",Tranlsation
ENOG411CSR3,I,dgat1.L,DGAT1,diacylglycerol O-acyltransferase 1,Lipid metabolism
ENOG411CSR4,S,"rogdi.S, rogdi.L",ROGDI,Rogdi homolog (Drosophila),Function Unknown
ENOG411CSR6,N,tctex1d4.S,TCTEX1D4,Tctex1 domain containing 4,Cell motility
ENOG411CSR8,S,"tmem132c.S, tmem132e.L, tmem132b.L, tmem132d.S, tmem132b.S, tmem132c.L, tmem132e.S, tmem132d.L","TMEM132C, TMEM132D, TMEM132B, TMEM132E",Transmembrane protein 132E,Function Unknown
ENOG411CSR9,J,NA,RPS6,40S ribosomal protein S6,Tranlsation
ENOG411CSRA,Q,abcg5.S,ABCG5,"ATP-binding cassette, subfamily G (WHITE), member 5",Secondary Structure
ENOG411CSRB,K,NA,NA,"Nuclear transcription factor, X-box binding-like 1",Transcription
ENOG411CSRC,T,"gpr20.S, gpr20.L",GPR20,G protein-coupled receptor 20,Signal Transduction
ENOG411CSRD,K,loc101732243.S,MED1,mediator complex subunit 1,Transcription
ENOG411CSRE,T,"c5ar1.L, c5ar1.S",C5AR1,complement component 5a receptor 1,Signal Transduction
ENOG411CSRG,K,"bahd1.L, bahd1.S",BAHD1,bromo adjacent homology domain containing 1,Transcription
ENOG411CSRH,S,"gnl3.L, gnl3l.S","GNL3L, GNL3",guanine nucleotide binding protein-like 3,Function Unknown
ENOG411CSRI,U,"mon2.L, mon2.S",MON2,MON2 homolog (S. cerevisiae),Intracellular trafficing and secretion
ENOG411CSRJ,I,"lclat1.L, lclat1.S",LCLAT1,lysocardiolipin acyltransferase 1,Lipid metabolism
ENOG411CSRK,S,"gatad2a.L, gatad2a.S",GATAD2A,GATA zinc finger domain containing 2A,Function Unknown
ENOG411CSRM,T,"rasa3.L, rasa3.S, rasa2.L","RASA3, RASA2",RAS p21 protein activator,Signal Transduction
ENOG411CSRP,S,"rabgap1l.L, rabgap1.S, rabgap1.L, rabgap1l.S","RABGAP1, RABGAP1L",RAB GTPase activating protein,Function Unknown
ENOG411CSRQ,U,"ipo9.L, ipo9.S",IPO9,Importin 9,Intracellular trafficing and secretion
ENOG411CSRR,JO,"larp1b.L, larp1b.S","LARP1, LARP1B",La ribonucleoprotein domain family member,NA
ENOG411CSRS,I,"clvs2-like.L, clvs1.S","CLVS1, CLVS2",clavesin,Lipid metabolism
ENOG411CSRU,T,ppm1k.L,PPM1K,"Protein phosphatase, Mg2 Mn2 dependent, 1K",Signal Transduction
ENOG411CSRW,S,"Xelaev18014005m.g, Xelaev18016554m.g, Xelaev18014009m.g, Xelaev18014004m.g, Xelaev18014011m.g, aloxe3.L","ALOXE3, ALOX15B, ALOX12B",arachidonate,Function Unknown
ENOG411CSRX,T,"frmd6.L, frmd6.S",NA,FERM domain containing 6,Signal Transduction
ENOG411CSRZ,J,"ola1.L, ola1.S",OLA1,Obg-like ATPase 1,Tranlsation
ENOG411CSS0,P,"slc5a12.L, loc100488353.L, slc5a12.S, Xelaev18021314m.g, Xelaev18021315m.g","SLC5A5, SLC5A8, SLC5A12",solute carrier family 5,Inorganic ion transport and metabolism
ENOG411CSS2,K,"sp1.S, sp1.L",SP1,sp1 transcription factor,Transcription
ENOG411CSS3,K,"foxm1.L, foxm1.S",FOXM1,forkhead box M1,Transcription
ENOG411CSS5,Q,rpe65.L,RPE65,retinal pigment epithelium-specific protein 65kDa,Secondary Structure
ENOG411CSS6,D,"espl1.L, espl1.S",ESPL1,extra spindle pole bodies homolog 1 (S. cerevisiae),Cell cycle control and mitosis
ENOG411CSS7,P,"MGC85180.L, MGC85180.S, slc39a1.L",SLC39A1,"solute carrier family 39 (Zinc transporter), member",Inorganic ion transport and metabolism
ENOG411CSS8,Z,"synm.L, synm.S",SYNM,"Synemin, intermediate filament protein",Cytoskeleton
ENOG411CSSA,I,NA,ECHDC3,Enoyl CoA hydratase domain containing 3,Lipid metabolism
ENOG411CSSB,U,sec16b.L,"SEC16A, SEC16B",SEC16 homolog B (S. cerevisiae),Intracellular trafficing and secretion
ENOG411CSSC,W,"itgb5.S, itgb5.L","ITGB3, ITGB5, NA","integrin, beta",NA
ENOG411CSSD,A,ddx10.S,DDX10,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10,RNA processing and modification
ENOG411CSSE,U,"rab39b.L, rab39b.S","RAB39B, RAB39A",member RAS oncogene family,Intracellular trafficing and secretion
ENOG411CSSF,C,atp6v1h.S,ATP6V1H,"ATPase, H transporting, lysosomal 50 57kDa, V1 subunit H",Energy production and conversion
ENOG411CSSG,T,"gdf9.S, gdf9.L",GDF9,Growth differentiation factor 9,Signal Transduction
ENOG411CSSH,K,"alx4.L, alx4.S",ALX4,ALX homeobox 4,Transcription
ENOG411CSSJ,K,"nr5a1.S, nr5a1.L, nr5a2.L","NR5A1, NR5A2",nuclear receptor subfamily 5 group A member,Transcription
ENOG411CSSK,P,"atp7b.S, atp7b.L, atp7a.L","ATP7A, ATP7B",ATPase Cu transporting,Inorganic ion transport and metabolism
ENOG411CSSM,T,"cd2ap.S, cd2ap.L, sh3kbp1.L, sh3kbp1.S","CD2AP, SH3KBP1",SH3-domain kinase binding protein 1,Signal Transduction
ENOG411CSSN,O,hspa9.L,HSPA9,heat shock 70kDa protein 9 (mortalin),Post-translational modification
ENOG411CSSQ,C,sqrdl.S,"SQOR, NA",sulfide quinone reductase-like (yeast),Energy production and conversion
ENOG411CSSR,K,"asun.S, Xetrov90028206m.L",INTS13,"asunder, spermatogenesis regulator homolog (Drosphila)",Transcription
ENOG411CSSS,U,cog6.S,COG6,Component of oligomeric Golgi complex 6,Intracellular trafficing and secretion
ENOG411CSST,T,"arr3.L, Xelaev18014116m.g, arrb2.L, Xelaev18016461m.g, Xelaev18004338m.g, arrb2.S","ARRB1, ARRB2, ARR3","the binding appears to require additional receptor determinants exposed only in the active receptor conformation. The beta-arrestins target many receptors for internalization by acting as endocytic adapters (CLASPs, clathrin-associated sorting proteins) and recruiting the GPRCs to the adapter protein 2 complex 2 (AP-2) in clathrin-coated pits (CCPs). However, the extent of beta-arrestin involvement appears to vary significantly depending on the receptor, agonist and cell type. Internalized arrestin-receptor complexes traffic to intracellular endosomes, where they remain uncoupled from G-proteins. Two different modes of arrestin-mediated internalization occur. Class A receptors, like ADRB2, OPRM1, ENDRA, D1AR and ADRA1B dissociate from beta- arrestin at or near the plasma membrane and undergo rapid recycling. Class B receptors, like AVPR2, AGTR1, NTSR1, TRHR and TACR1 internalize as a complex with arrestin and traffic with it to endosomal vesicles, presumably as desensitized receptors, for extended periods of time. Receptor resensitization then requires that receptor-bound arrestin is removed so that the receptor can be dephosphorylated and returned to the plasma membrane. Involved in internalization of P2RY4 and UTP-stimulated internalization of P2RY2. Involved in phosphorylation-dependent internalization of OPRD1 ands subsequent recycling. Involved in the degradation of cAMP by recruiting cAMP phosphodiesterases to ligand-activated receptors. Beta-arrestins function as multivalent adapter proteins that can switch the GPCR from a G-protein signaling mode that transmits short-lived signals from the plasma membrane via small molecule second messengers and ion channels to a beta-arrestin signaling mode that transmits a distinct set of signals that are initiated as the receptor internalizes and transits the intracellular compartment. Acts as signaling scaffold for MAPK pathways such as MAPK1 3 (ERK1 2). ERK1 2 activated by the beta- arrestin scaffold is largely excluded from the nucleus and confined to cytoplasmic locations such as endocytic vesicles, also called beta-arrestin signalosomes. Recruits c-Src SRC to ADRB2 resulting in ERK activation. GPCRs for which the beta-arrestin- mediated signaling relies on both ARRB1 and ARRB2 (codependent regulation) include ADRB2, F2RL1 and PTH1R. For some GPCRs the beta-arrestin-mediated signaling relies on either ARRB1 or ARRB2 and is inhibited by the other respective beta-arrestin form (reciprocal regulation). Inhibits ERK1 2 signaling in AGTR1- and AVPR2-mediated activation (reciprocal regulation). Is required for SP-stimulated endocytosis of NK1R and recruits c-Src SRC to internalized NK1R resulting in ERK1 2 activation, which is required for the antiapoptotic effects of SP. Is involved in proteinase-activated F2RL1-mediated ERK activity. Acts as signaling scaffold for the AKT1 pathway. Is involved in alpha- thrombin-stimulated AKT1 signaling. Is involved in IGF1-stimulated AKT1 signaling leading to increased protection from apoptosis. Involved in activation of the p38 MAPK signaling pathway and in actin bundle formation. Involved in F2RL1-mediated cytoskeletal rearrangement and chemotaxis. Involved in AGTR1-mediated stress fiber formation by acting together with GNAQ to activate RHOA. Appears to function as signaling scaffold involved in regulation of MIP-1-beta-stimulated CCR5-dependent chemotaxis. Involved in attenuation of NF-kappa-B-dependent transcription in response to GPCR or cytokine stimulation by interacting with and stabilizing CHUK. May serve as nuclear messenger for GPCRs. Involved in OPRD1- stimulated transcriptional regulation by translocating to CDKN1B and FOS promoter regions and recruiting EP300 resulting in acetylation of histone H4. Involved in regulation of LEF1 transcriptional activity via interaction with DVL1 and or DVL2 Also involved in regulation of receptors other than GPCRs. Involved in Toll-like receptor and IL-1 receptor signaling through the interaction with TRAF6 which prevents TRAF6 autoubiquitination and oligomerization required for activation of NF-kappa-B and JUN",Signal Transduction
ENOG411CSSV,O,nae1.S,NAE1,NEDD8 activating enzyme E1 subunit 1,Post-translational modification
ENOG411CSSW,T,"acan.S, acan.L",ACAN,Aggrecan,Signal Transduction
ENOG411CSSX,U,NA,SSR3,"signal sequence receptor, gamma (translocon-associated protein gamma)",Intracellular trafficing and secretion
ENOG411CSSY,Q,"cyp26b1.S, cyp26c1.L, cyp26c1.S, cyp26b1.L","CYP26B1, CYP26C1, CYP26A1","cytochrome P450, family 26, subfamily",Secondary Structure
ENOG411CSSZ,K,"loc100488377.S, loc100488377.L",NA,Homeobox domain,Transcription
ENOG411CST0,T,"cinp.S, cinp.L",CINP,Cyclin-dependent kinase 2 interacting protein,Signal Transduction
ENOG411CST1,T,"cntnap5.S, cntnap5.L, cntnap4.L, cntnap4.S, cntnap2.L, cntnap2.S","NA, CNTNAP5, CNTNAP4, CNTNAP2, CNTNAP3, CNTNAP3B",contactin associated protein-like,Signal Transduction
ENOG411CST2,K,"nsd1.S, nsd1.L",NSD1,nuclear receptor binding SET domain protein 1,Transcription
ENOG411CST4,S,fgl2.S,FGL2,Fibrinogen-like 2,Function Unknown
ENOG411CST5,U,vps28.L,VPS28,vacuolar protein sorting 28 homolog (S. cerevisiae),Intracellular trafficing and secretion
ENOG411CST7,Z,loc100485992.S,TTC19,tetratricopeptide repeat domain 19,Cytoskeleton
ENOG411CST8,T,rgs7bp.L,RGS7BP,regulator of G-protein signaling 7 binding protein,Signal Transduction
ENOG411CST9,S,tex11.L,TEX11,Testis expressed 11,Function Unknown
ENOG411CSTA,K,deaf1.L,DEAF1,deformed epidermal autoregulatory factor 1 (Drosophila),Transcription
ENOG411CSTB,E,"moxd1.S, moxd1.L, moxd2p.L","MOXD2P, MOXD1","monooxygenase, DBH-like 1",Amino Acid metabolis and transport
ENOG411CSTC,C,mtch2.S,"MTCH1, MTCH2",Mitochondrial carrier,Energy production and conversion
ENOG411CSTD,K,crebzf.S,CREBZF,CREB ATF bZIP transcription factor,Transcription
ENOG411CSTE,S,"tmem255a.S, tmem255b.L, tmem255b.S","TMEM255A, TMEM255B","Family with sequence similarity 70, member",Function Unknown
ENOG411CSTF,Q,"abca3.L, abca3.S",ABCA3,"ATP-binding cassette, sub-family A (ABC1), member 3",Secondary Structure
ENOG411CSTG,O,"ide.S, ide.L",IDE,insulin-degrading enzyme,Post-translational modification
ENOG411CSTH,U,"dsc3.S, dsc3.L","DSC2, DSC3, DSC1",Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion (By similarity),Intracellular trafficing and secretion
ENOG411CSTK,J,dars2-like.L,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",Tranlsation
ENOG411CSTM,T,"tlk2.L, tlk2.S, loc101732597.S, loc101732597.L","TLK2, TLK1",Tousled-like kinase,Signal Transduction
ENOG411CSTN,U,"rab9b.S, rab9b.L","RAB9A, RAB9B",member RAS oncogene family,Intracellular trafficing and secretion
ENOG411CSTP,U,"Xelaev18033932m.g, rims2-like.L, rims2-like.S",NA,regulating synaptic membrane exocytosis,Intracellular trafficing and secretion
ENOG411CSTQ,T,"loc100490372.L, loc100495677-like.S, loc100495677-like.L, hrh2.S, hrh2.L, loc100490372.S",HRH2,histamine receptor H2,Signal Transduction
ENOG411CSTR,U,pex11a.L,PEX11A,peroxisomal biogenesis factor 11 alpha,Intracellular trafficing and secretion
ENOG411CSTS,TZ,"ablim3.L, ablim3.S",ABLIM3,"Actin binding LIM protein family, member 3",NA
ENOG411CSTT,S,utp23.S,UTP23,"UTP23, small subunit (SSU) processome component, homolog (yeast)",Function Unknown
ENOG411CSTU,K,"vax1.L, vax1.S",VAX2,ventral anterior homeobox,Transcription
ENOG411CSTV,S,ccdc150.L,CCDC150,Coiled-coil domain containing 150,Function Unknown
ENOG411CSTW,J,lcmt2.L,LCMT2,Leucine carboxyl methyltransferase 2,Tranlsation
ENOG411CSTY,T,"sipa1.S, sipa1.L",SIPA1,signal-induced proliferation-associated 1,Signal Transduction
ENOG411CSTZ,G,pgm3.L,PGM3,Phosphoglucomutase 3,Carbohydrate metabolism and transport
ENOG411CSU0,C,dlst.L,DLST,Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),Energy production and conversion
ENOG411CSU2,O,loc100145576.L,NA,CHY zinc finger,Post-translational modification
ENOG411CSU4,O,nxnl2.S,NXNL2,nucleoredoxin-like 2,Post-translational modification
ENOG411CSU5,U,"tom1l2.S, tom1.L, tom1l2.L, tom1.S","TOM1, TOM1L2",Target of myb1-like 2 (Chicken),Intracellular trafficing and secretion
ENOG411CSU6,T,"tyro3.S, axl.L, axl.S",AXL,tyrosine kinase,Signal Transduction
ENOG411CSU8,T,"pdgfrl.S, pdgfrl.L",PDGFRL,Platelet-derived growth factor receptor-like,Signal Transduction
ENOG411CSU9,K,"zfp91.S, zfp91.L",ZFP91,zinc finger protein 91,Transcription
ENOG411CSUA,C,"stom-like.L, stoml3.S","STOM, STOML3",Stomatin,Energy production and conversion
ENOG411CSUB,T,NA,OPHN1,Oligophrenin 1,Signal Transduction
ENOG411CSUC,KLO,parp3.L,PARP3,"Poly (ADP-ribose) polymerase family, member 3",NA
ENOG411CSUD,T,tob1.L,"TOB1, TOB2",transducer of ERBB2,Signal Transduction
ENOG411CSUG,S,"Xelaev18035898m.g, loc101733498.L, loc100496982.S, loc100498095-like.L, Xelaev18040247m.g","CD163L1, CD163, NA","scavenger receptor cysteine rich domain containing, group B (4 domains)",Function Unknown
ENOG411CSUI,O,"hpgds.S, hpgds.L",NA,hematopoietic prostaglandin D synthase,Post-translational modification
ENOG411CSUK,S,c9orf156.L,TRMO,Chromosome 9 open reading frame 156,Function Unknown
ENOG411CSUM,S,fam234a.L,FAM234A,Integrin alpha FG-GAP repeat containing 3,Function Unknown
ENOG411CSUN,A,"dhx32.L, dqx1.L","DHX32, DQX1",DEAH (Asp-Glu-Ala-His) box polypeptide 32,RNA processing and modification
ENOG411CSUR,O,metap2.L,METAP2,Removes the N-terminal methionine from nascent proteins (By similarity),Post-translational modification
ENOG411CSUS,M,"fer1l6.S, otof.S, otof.L, fer1l6.L","FER1L6, OTOF, FER1L4",fer-1-like 6 (C. elegans),Cell wall/membrane/envelop biogenesis
ENOG411CSUT,U,shisa3.L,SHISA3,shisa homolog 3 (Xenopus laevis),Intracellular trafficing and secretion
ENOG411CSUV,O,NA,BBS10,Bardet-Biedl syndrome 10,Post-translational modification
ENOG411CSUW,S,NA,ZWILCH,"Zwilch, kinetochore associated, homolog (Drosophila)",Function Unknown
ENOG411CSUY,O,ttll5.L,TTLL5,"Tubulin tyrosine ligase-like family, member 5",Post-translational modification
ENOG411CSV0,S,loc100485641.L,CCDC89,coiled-coil domain containing 89,Function Unknown
ENOG411CSV1,S,"diablo.L, diablo.S",DIABLO,"Diablo, IAP-binding mitochondrial protein",Function Unknown
